ID	HN-B	HN-Ca	HN-CHL	HN-Cu	HN-DW	HN-Fe	HN-FW	HN-K	HN-LA	HN-Mg	HN-Mn	HN-N	HN-P	HN-S	HN-Zn	LN-B	LN-Ca	LN-CHL	LN-Cu	LN-DW	LN-Fe	LN-FW	LN-K	LN-LA	LN-Mg	LN-Mn	LN-N	LN-P	LN-S	LN-Zn
NC344	14.38343235	0.466126991	452.2134643	14.34039487	10.11069714	110.3569237	45.97205341	2.329527041	1591.180181	0.187647656	83.53634486	2.817130448	0.301879855	0.182042732	24.74654892	12.47213615	0.238448445	290.3743421	NA	7.308182635	70.17417387	30.63134015	2.183445365	1204.228583	0.102694842	41.35361171	1.858805788	0.260270239	0.136556111	16.14875971
NC346	12.5645427	0.424068793	342.2324298	10.07283362	7.295620794	102.3049556	36.31346208	2.38922575	1304.243663	0.194815671	87.3352238	2.724098966	0.315799814	0.163590976	25.14767752	14.27070665	0.311254501	202.7316192	6.20644631	5.549161599	76.74221687	23.34073814	2.554074178	1035.031565	0.135047177	75.50037273	1.856475261	0.308447923	0.14953818	27.11569216
NC348	12.20076477	NA	453.9097506	12.56224435	8.34351562	102.0930617	33.8565931	2.200703509	1405.35517	0.241407768	67.96094124	2.852482412	0.287959897	0.184678698	26.35106333	10.37380389	0.265271729	279.3607286	6.20644631	6.211650041	67.74156535	23.5680231	2.162466376	1045.868121	NA	53.01348133	1.893763695	0.286767965	0.146617214	18.7959503
NC350	16.43099552	0.435488087	372.2833943	11.20593532	7.752760499	98.89170653	31.86126712	2.306294641	1319.777269	0.214358215	76.61658559	2.844916494	0.30561082	0.190199186	28.54120924	13.77604812	0.299608969	294.7167066	6.745094169	5.26262907	79.67961732	20.37040845	2.327621892	972.1570125	0.13616014	52.55722405	2.036048543	0.324643018	0.151306416	18.21580882
NC352	10.01809718	0.317305677	384.9480027	9.717203514	6.956059056	90.65079124	29.96822598	2.433214274	1176.727172	0.194815671	NA	2.668280077	0.265687964	0.163590976	21.53752009	11.87261264	0.311254501	274.931974	8.004600884	6.985097139	78.20178198	29.51239884	2.417710747	1161.299402	0.187619722	56.76129656	2.10118061	0.31808346	0.169011283	21.06497081
NC354	13.57210435	0.358968032	394.0460129	15.06926094	7.459458899	100.2360299	31.25598303	2.26506033	1223.929048	0.164083738	71.10308085	2.851774381	0.321043129	0.186619674	23.85255617	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NC356	18.38498959	0.37877535	387.8471101	10.42846372	7.361342421	97.43139596	29.3932141	2.034175529	1108.526156	NA	NA	2.75386904	0.329719772	0.176770802	27.55444914	16.06927716	0.253776036	234.3447689	5.846815396	5.836348707	71.63373898	23.55753302	2.274354319	1058.480695	0.139091219	43.01930737	1.9543574	0.310856807	0.146292662	19.93046055
NC358	12.5645427	0.375540104	433.7702062	11.13972393	7.076548705	99.12654714	31.97875707	2.511765208	1181.373127	0.158975596	48.58665868	2.815269819	0.354775697	0.176770802	21.9386487	12.7718979	0.318918296	256.6633612	5.487184481	4.873619197	70.17417387	22.0644457	2.435193238	1013.959363	0.167399512	NA	1.893763695	0.334945649	0.130065077	17.28326996
NC360	13.65587649	0.417598301	417.1774421	10.42846372	9.924485863	97.85518375	43.27794177	2.467776684	1632.848562	0.198399678	63.78217441	2.744565892	0.301879855	0.174134837	21.13639149	16.36903891	0.399388147	262.5780796	8.004600884	4.81487638	74.5528692	20.82661687	2.816311546	956.5313366	0.207839931	68.83759009	1.963679509	0.31808346	0.146292662	21.44314089
NC362	17.65743373	0.437009777	420.0765496	13.62913466	8.438446859	103.3644251	38.70197302	2.813400794	1264.208791	0.241407768	86.9553359	2.865506819	0.299095864	0.192586593	25.14767752	16.66880066	0.36106917	284.8383988	8.723862713	6.521681578	72.12026068	27.25353606	2.316312298	1087.571517	0.228060141	NA	2.047578486	0.274723544	0.156029214	NA
NC364	22.0227689	0.479067974	347.7530706	11.49535404	7.682648152	100.8216983	32.167747	2.367231489	1150.909243	0.302335895	94.55309377	2.761311559	0.301879855	0.189950628	22.7409059	20.86546518	0.368732966	268.0557498	8.364231798	6.24102145	71.14721727	25.21496485	2.036592439	1074.114589	0.199751848	NA	2.077875338	0.281950197	0.156029214	18.03961013
NC366	11.4732089	0.401422072	437.1936203	10.07283362	9.712716177	97.21950206	44.00173296	2.477202797	1535.801442	0.158975596	69.86038071	2.794802893	0.285175905	0.179406767	24.34542031	12.7718979	0.322750194	310.099782	6.92570814	7.794442625	74.30960835	33.30281254	2.533095189	1369.559584	0.11887101	53.01348133	2.126816408	0.313265691	0.1722568	24.84667166
NC368	16.56609994	NA	NA	NA	7.65343854	97.21950206	32.09938893	2.188135359	1243.817725	0.151807581	59.98329548	2.800384782	0.285175905	0.179406767	19.53187708	15.46975366	0.265271729	289.6167919	7.285339054	5.5165267	81.1209122	21.18677611	1.826802545	1032.144123	0.139091219	37.18937257	2.056900594	0.286767965	0.159274731	19.93046055
ND246	17.65743373	0.407892564	478.3362731	13.27350456	5.630672917	99.76222883	20.10053942	2.06873794	862.127803	0.194815671	74.79892332	2.832015485	0.31023183	0.200494489	35.17589259	14.87023016	0.364901068	372.8598967	NA	4.230711694	71.39047812	14.64096941	1.95617298	718.6314678	0.143135261	87.57666625	2.131477463	0.281950197	0.181993351	21.44314089
Oh40B	18.38498959	0.433774531	395.9276012	11.85098414	8.299701202	106.5428336	36.89651611	2.250976107	1454.520282	0.130303536	80.11735383	2.692468262	0.279607922	0.168862907	26.75219193	19.66641817	0.399388147	279.2150459	8.004600884	6.985097139	78.93156453	26.49125728	2.130997892	1225.654483	NA	51.76420958	2.000967943	0.289176849	0.14953818	NA
Oh43E	20.93143511	0.336717153	395.0717101	10.78409383	7.036385489	103.3644251	29.33289816	2.52119132	1163.433056	0.151807581	56.56430444	2.779917855	0.324151788	0.184678698	23.54316311	16.06927716	0.261439831	255.5853091	6.566077225	5.709072602	80.6343905	22.09941262	2.452675729	953.2289075	0.110782926	37.60579648	2.089527974	0.34699007	0.201466454	19.93046055
Oh603	16.20232201	0.356128628	322.1237269	10.07283362	8.569890112	103.7882129	35.78670294	2.414362049	1601.799819	0.173311626	55.80452866	2.644091891	0.287959897	0.174134837	20.73526289	16.96856241	0.307422603	259.9266541	NA	6.524945068	82.82373816	26.92484705	2.225403344	1266.676507	0.151223345	47.18354652	2.021942687	0.281950197	0.152783697	18.41778022
OH7B	15.83854408	0.611713058	399.5977479	13.27350456	8.076977912	103.7882129	33.53892919	2.062453865	1347.969841	0.26649582	NA	2.858064301	0.349207713	0.189950628	NA	13.3714214	0.338077785	281.6916521	NA	6.658748152	78.93156453	25.4842101	2.054074931	1189.335295	0.135047177	55.0956009	2.189740641	0.356625606	0.191729903	NA
Os420	14.01965442	0.365834366	362.1560833	10.07283362	6.729684564	100.3979105	34.1863202	3.033343409	1310.683697	0.176895633	60.36318337	2.738984003	0.324151788	0.171498872	25.14767752	16.96856241	0.311254501	270.8528579	6.566077225	7.768334706	76.25569516	32.74683857	2.617011146	1375.027681	0.139091219	53.01348133	2.122155354	0.351807838	0.169011283	27.49386225
P39Goodman-Buckler	12.2025675	0.42610631	412.6841187	9.572029862	4.395015136	101.5803533	18.40842933	2.521844892	776.8028893	0.225341669	154.212245	2.845181531	0.315031724	0.207564284	35.34812848	11.14436796	0.504619547	327.5385011	6.461278145	4.677050729	78.13951332	18.02085318	2.032220861	801.1615842	0.229057019	167.6605973	2.203494651	0.31665414	0.19537596	27.03394162
Pa762	20.20387925	0.401422072	391.3322074	13.27350456	6.897639832	100.8216983	28.10245314	2.172425173	1228.078832	0.166143611	56.18441655	2.882252486	0.290743889	0.182042732	27.15332053	19.96617993	0.288263115	260.5967946	6.92570814	4.916044565	73.09330409	18.55376733	2.246382333	954.2961622	0.131003135	43.01930737	2.038256377	0.303630154	0.14953818	22.95582123
Pa875	16.56609994	0.391716334	405.7969032	11.13972393	8.332562016	104.8476824	36.17272491	2.172425173	1370.093173	0.227071738	89.23466326	2.833876115	0.31023183	0.184678698	28.35670634	19.66641817	0.315086399	245.6497478	5.846815396	6.032158099	73.82308664	24.81284531	2.117011899	1132.873517	0.215928015	65.50619877	1.956687927	0.298812386	0.146292662	22.95582123
Pa880	10.74565304	0.398186826	408.2642287	13.62913466	7.67899695	103.576319	31.19464994	2.17556721	1254.036118	0.184063648	70.62015649	2.817130448	0.301879855	0.176770802	25.14767752	12.1723744	0.261439831	258.848602	6.20644631	5.314190329	74.79613005	19.67970203	2.071557422	962.9629414	0.122915052	46.76712261	1.982323726	0.284359081	0.14953818	19.17412038
Pa91	13.65587649	0.472597483	413.4147707	17.54106581	8.471307672	110.9926054	40.43102975	2.420646124	1433.877204	0.194815671	75.55869911	2.910161931	0.282391914	0.208402384	30.36234935	12.47213615	0.376396761	277.4959898	NA	6.861084524	76.74221687	29.10678261	2.323305295	1251.320639	0.151223345	59.25984005	2.00329847	0.277132428	0.21769404	NA
R168	17.2936558	0.339952399	416.9307096	10.42846372	5.692743343	98.49086545	22.67804027	2.332669078	1020.362385	0.148223574	66.06150177	2.845039893	0.340855738	0.184678698	31.56573516	13.67118315	0.28059932	317.6170102	6.92570814	5.399041065	73.82308664	22.17633984	2.277850818	995.8793768	0.110782926	50.09851392	2.103511137	0.332536765	0.159274731	23.33399132
R177	15.83854408	0.49847945	417.4550162	13.27350456	7.890766636	101.2454861	32.36075798	2.272970368	1272.601282	0.287999865	89.99443905	2.796663522	0.279607922	0.187314663	24.34542031	14.5704684	0.36106917	315.1112675	NA	6.825186135	76.98547772	26.57517788	2.186941863	1129.31155	0.199751848	58.42699222	2.208384858	0.30122127	0.178747834	NA
R229	15.83854408	0.547008139	396.1743337	12.56224435	7.412459242	102.3049556	33.15290723	2.203845546	1248.548537	0.241407768	NA	2.668280077	0.262903972	0.166226942	20.73526289	11.57285089	0.34574158	318.6076527	NA	6.531472048	87.2024335	24.41072578	2.214913849	1087.230146	0.191663764	62.17480745	2.028934269	0.31808346	0.175502317	19.93046055
R4	15.06145867	0.402193793	458.7513011	11.7796445	7.53506755	115.8301815	33.34549563	2.361489239	1281.100057	0.175067191	72.12228558	2.938905999	0.299599415	0.193246236	25.30101475	14.56905093	0.367945828	318.2461816	9.269275305	6.261196175	86.81891495	25.40856108	2.274155785	1190.631942	0.201897379	61.33827721	2.179185005	0.307134258	0.171351048	24.60131446
SA24	14.48968044	0.435671317	355.3342672	9.572029862	7.960642419	97.00965371	33.69521533	2.466865811	1378.81507	0.230927722	94.78891618	2.701165886	0.284167107	0.175348676	29.31986024	13.28479482	0.399008037	232.7239484	5.899678713	6.60515436	69.781571	27.59153736	2.392435081	1231.220255	0.18152765	56.34326889	1.875314429	0.284921201	0.142521153	22.77684409
SC213R	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SC357	17.34857161	0.435671317	410.6327243	9.572029862	7.523565527	99.96716522	33.20426268	2.40730514	1227.32413	0.180653244	113.1672653	2.868041158	0.284167107	0.1825077	28.65005266	20.26594168	0.303590706	328.8054429	9.083493628	6.185542122	84.76982498	24.26736142	2.249878832	1148.136936	0.135047177	59.67626396	2.327241742	0.279541313	0.1722568	28.6283725
