HAV,N_treatment
HAV_7362,std_N
HAV_7363,std_N
HAV_7364,std_N
HAV_7365,std_N
HAV_7366,std_N
HAV_7367,std_N
HAV_7368,std_N
HAV_7369,std_N
HAV_7370,std_N
HAV_7371,std_N
HAV_7372,std_N
HAV_7373,std_N
HAV_7374,std_N
HAV_7375,std_N
HAV_7376,std_N
HAV_7377,std_N
HAV_7378,std_N
HAV_7379,std_N
HAV_7380,std_N
HAV_7381,std_N
HAV_7382,std_N
HAV_7383,std_N
HAV_7384,std_N
HAV_7385,std_N
HAV_7386,std_N
HAV_7387,std_N
HAV_7388,std_N
HAV_7389,std_N
HAV_7390,std_N
HAV_7391,std_N
HAV_7392,std_N
HAV_7393,std_N
HAV_7394,std_N
HAV_7395,std_N
HAV_7396,std_N
HAV_7397,std_N
HAV_7398,std_N
HAV_7399,std_N
HAV_7400,std_N
HAV_7401,std_N
HAV_7402,std_N
HAV_7403,std_N
HAV_7404,std_N
HAV_7405,std_N
HAV_7406,std_N
HAV_7407,std_N
HAV_7408,std_N
HAV_7409,std_N
HAV_7410,std_N
HAV_7411,std_N
HAV_7412,std_N
HAV_7413,std_N
HAV_7414,std_N
HAV_7415,std_N
HAV_7416,std_N
HAV_7417,std_N
HAV_7418,std_N
HAV_7419,std_N
HAV_7420,std_N
HAV_7421,std_N
HAV_7422,std_N
HAV_7423,std_N
HAV_7424,std_N
HAV_7425,std_N
HAV_7426,std_N
HAV_7427,std_N
HAV_7428,std_N
HAV_7429,std_N
HAV_7430,std_N
HAV_7431,std_N
HAV_7432,std_N
HAV_7433,std_N
HAV_7434,std_N
HAV_7435,std_N
HAV_7436,std_N
HAV_7437,std_N
HAV_7438,std_N
HAV_7439,std_N
HAV_7440,std_N
HAV_7441,std_N
HAV_7442,std_N
HAV_7443,std_N
HAV_7444,std_N
HAV_7445,std_N
HAV_7446,std_N
HAV_7447,std_N
HAV_7448,std_N
HAV_7449,std_N
HAV_7450,std_N
HAV_7451,std_N
HAV_7452,std_N
HAV_7453,std_N
HAV_7454,std_N
HAV_7455,std_N
HAV_7456,std_N
HAV_7457,std_N
HAV_7458,std_N
HAV_7459,std_N
HAV_7460,std_N
HAV_7461,std_N
HAV_7462,std_N
HAV_7463,std_N
HAV_7464,std_N
HAV_7465,std_N
HAV_7466,std_N
HAV_7467,std_N
HAV_7468,std_N
HAV_7469,std_N
HAV_7470,std_N
HAV_7471,std_N
HAV_7472,std_N
HAV_7473,std_N
HAV_7474,std_N
HAV_7475,std_N
HAV_7476,std_N
HAV_7477,std_N
HAV_7478,std_N
HAV_7479,std_N
HAV_7480,std_N
HAV_7481,std_N
HAV_7482,std_N
HAV_7483,std_N
HAV_7484,std_N
HAV_7485,std_N
HAV_7486,std_N
HAV_7487,std_N
HAV_7488,std_N
HAV_7489,std_N
HAV_7490,std_N
HAV_7491,std_N
HAV_7492,std_N
HAV_7493,std_N
HAV_7494,std_N
HAV_7495,std_N
HAV_7496,std_N
HAV_7497,std_N
HAV_7498,std_N
HAV_7499,std_N
HAV_7500,std_N
HAV_7501,std_N
HAV_7502,std_N
HAV_7503,std_N
HAV_7504,std_N
HAV_7505,std_N
HAV_7506,std_N
HAV_7507,std_N
HAV_7508,std_N
HAV_7509,std_N
HAV_7510,std_N
HAV_7511,std_N
HAV_7512,std_N
HAV_7513,std_N
HAV_7514,std_N
HAV_7515,std_N
HAV_7516,std_N
HAV_7517,std_N
HAV_7518,std_N
HAV_7519,std_N
HAV_7520,std_N
HAV_7521,std_N
HAV_7522,std_N
HAV_7523,std_N
HAV_7524,std_N
HAV_7525,std_N
HAV_7526,std_N
HAV_7527,std_N
HAV_7528,std_N
HAV_7529,std_N
HAV_7530,std_N
HAV_7531,std_N
HAV_7532,std_N
HAV_7533,std_N
HAV_7534,std_N
HAV_7535,std_N
HAV_7536,std_N
HAV_7537,std_N
HAV_7538,std_N
HAV_7539,std_N
HAV_7540,std_N
HAV_7541,std_N
HAV_7542,std_N
HAV_7543,std_N
HAV_7544,std_N
HAV_7545,std_N
HAV_7546,std_N
HAV_7547,std_N
HAV_7548,std_N
HAV_7549,std_N
HAV_7550,std_N
HAV_7551,std_N
HAV_7552,std_N
HAV_7553,std_N
HAV_7554,std_N
HAV_7555,std_N
HAV_7556,std_N
HAV_7557,std_N
HAV_7558,std_N
HAV_7559,std_N
HAV_7560,std_N
HAV_7561,std_N
HAV_7562,std_N
HAV_7563,std_N
HAV_7564,std_N
HAV_7565,std_N
HAV_7566,std_N
HAV_7567,std_N
HAV_7568,std_N
HAV_7569,std_N
HAV_7570,std_N
HAV_7571,std_N
HAV_7572,std_N
HAV_7573,std_N
HAV_7574,std_N
HAV_7575,std_N
HAV_7576,std_N
HAV_7577,std_N
HAV_7578,std_N
HAV_7579,std_N
HAV_7580,std_N
HAV_7581,std_N
HAV_7582,std_N
HAV_7583,std_N
HAV_7584,std_N
HAV_7585,std_N
HAV_7586,std_N
HAV_7587,std_N
HAV_7588,std_N
HAV_7589,std_N
HAV_7590,std_N
HAV_7591,std_N
HAV_7592,std_N
HAV_7593,std_N
HAV_7594,std_N
HAV_7595,std_N
HAV_7596,std_N
HAV_7597,std_N
HAV_7598,std_N
HAV_7599,std_N
HAV_7600,std_N
HAV_7601,std_N
HAV_7602,std_N
HAV_7603,std_N
HAV_7604,std_N
HAV_7605,std_N
HAV_7606,std_N
HAV_7607,std_N
HAV_7608,std_N
HAV_7609,std_N
HAV_7610,std_N
HAV_7611,std_N
HAV_7612,std_N
HAV_7613,std_N
HAV_7614,std_N
HAV_7615,std_N
HAV_7616,std_N
HAV_7617,std_N
HAV_7618,std_N
HAV_7619,std_N
HAV_7620,std_N
HAV_7621,std_N
HAV_7622,std_N
HAV_7623,std_N
HAV_7624,std_N
HAV_7625,std_N
HAV_7626,std_N
HAV_7627,std_N
HAV_7628,std_N
HAV_7629,std_N
HAV_7630,std_N
HAV_7631,std_N
HAV_7632,std_N
HAV_7633,std_N
HAV_7634,std_N
HAV_7635,std_N
HAV_7636,std_N
HAV_7637,std_N
HAV_7638,std_N
HAV_7639,std_N
HAV_7640,std_N
HAV_7641,std_N
HAV_7642,std_N
HAV_7643,std_N
HAV_7644,std_N
HAV_7645,std_N
HAV_7646,std_N
HAV_7647,std_N
HAV_7648,std_N
HAV_7649,std_N
HAV_7650,std_N
HAV_7651,std_N
HAV_7652,std_N
HAV_7653,std_N
HAV_7654,std_N
HAV_7655,std_N
HAV_7656,std_N
HAV_7657,std_N
HAV_7658,std_N
HAV_7659,std_N
HAV_7660,std_N
HAV_7661,std_N
HAV_7662,std_N
HAV_7663,std_N
HAV_7664,std_N
HAV_7665,std_N
HAV_7666,std_N
HAV_7667,std_N
HAV_7668,std_N
HAV_7669,std_N
HAV_7670,std_N
HAV_7671,std_N
HAV_7672,std_N
HAV_7673,std_N
HAV_7674,std_N
HAV_7675,std_N
HAV_7676,std_N
HAV_7677,std_N
HAV_7678,std_N
HAV_7679,std_N
HAV_7680,std_N
HAV_7681,std_N
HAV_7682,std_N
HAV_7683,std_N
HAV_7684,std_N
HAV_7685,std_N
HAV_7686,std_N
HAV_7687,std_N
HAV_7688,std_N
HAV_7689,std_N
HAV_7690,std_N
HAV_7691,std_N
HAV_7692,std_N
HAV_7693,std_N
HAV_7694,std_N
HAV_7695,std_N
HAV_7696,std_N
HAV_7697,std_N
HAV_7698,std_N
HAV_7699,std_N
HAV_7700,std_N
HAV_7701,std_N
HAV_7702,std_N
HAV_7703,std_N
HAV_7704,std_N
HAV_7705,std_N
HAV_7706,std_N
HAV_7707,std_N
HAV_7708,std_N
HAV_7709,std_N
HAV_7710,std_N
HAV_7711,std_N
HAV_7712,std_N
HAV_7713,std_N
HAV_7714,std_N
HAV_7715,std_N
HAV_7716,std_N
HAV_7717,std_N
HAV_7718,std_N
HAV_7719,std_N
HAV_7720,std_N
HAV_7721,std_N
HAV_7722,std_N
HAV_7723,std_N
HAV_7724,std_N
HAV_7725,std_N
HAV_7726,std_N
HAV_7727,std_N
HAV_7728,std_N
HAV_7729,std_N
HAV_7730,std_N
HAV_7731,std_N
HAV_7732,std_N
HAV_7733,std_N
HAV_7734,std_N
HAV_7735,std_N
HAV_7736,std_N
HAV_7737,std_N
HAV_7738,std_N
HAV_7739,std_N
HAV_7740,std_N
HAV_7741,std_N
HAV_7742,std_N
HAV_7743,std_N
HAV_7744,std_N
HAV_7745,std_N
HAV_7746,std_N
HAV_7747,std_N
HAV_7748,std_N
HAV_7749,std_N
HAV_7750,std_N
HAV_7751,std_N
HAV_7752,std_N
HAV_7753,std_N
HAV_7754,std_N
HAV_7755,std_N
HAV_7756,std_N
HAV_7757,std_N
HAV_7758,std_N
HAV_7759,std_N
HAV_7760,std_N
HAV_7761,std_N
HAV_7762,std_N
HAV_7763,std_N
HAV_7764,std_N
HAV_7765,std_N
HAV_7766,std_N
HAV_7767,std_N
HAV_7768,std_N
HAV_7769,std_N
HAV_7770,std_N
HAV_7771,std_N
HAV_7772,std_N
HAV_7773,std_N
HAV_7774,std_N
HAV_7775,std_N
HAV_7776,std_N
HAV_7777,std_N
HAV_7778,std_N
HAV_7779,std_N
HAV_7780,std_N
HAV_7781,std_N
HAV_7782,std_N
HAV_7783,std_N
HAV_7784,std_N
HAV_7785,std_N
HAV_7786,std_N
HAV_7787,std_N
HAV_7788,std_N
HAV_7789,std_N
HAV_7790,std_N
HAV_7791,std_N
HAV_7792,std_N
HAV_7793,std_N
HAV_7794,std_N
HAV_7795,std_N
HAV_7796,std_N
HAV_7797,std_N
HAV_7798,std_N
HAV_7799,std_N
HAV_7800,std_N
HAV_7801,std_N
HAV_7802,std_N
HAV_7803,std_N
HAV_7804,std_N
HAV_7805,std_N
HAV_7806,std_N
HAV_7807,std_N
HAV_7808,std_N
HAV_7809,std_N
HAV_7810,std_N
HAV_7811,std_N
HAV_7812,std_N
HAV_7813,std_N
HAV_7814,std_N
HAV_7815,std_N
HAV_7816,std_N
HAV_7817,std_N
HAV_7818,std_N
HAV_7819,std_N
HAV_7820,std_N
HAV_7821,std_N
HAV_7822,std_N
HAV_7823,std_N
HAV_7824,std_N
HAV_7825,std_N
HAV_7826,std_N
HAV_7827,std_N
HAV_7828,std_N
HAV_7829,std_N
HAV_7830,std_N
HAV_7831,std_N
HAV_7832,std_N
HAV_7833,std_N
HAV_7834,std_N
HAV_7835,std_N
HAV_7836,std_N
HAV_7837,std_N
HAV_7838,std_N
HAV_7839,std_N
HAV_7840,std_N
HAV_7841,std_N
HAV_7842,std_N
HAV_7843,std_N
HAV_7844,std_N
HAV_7845,std_N
HAV_7846,std_N
HAV_7847,std_N
HAV_7848,std_N
HAV_7849,std_N
HAV_7850,std_N
HAV_7851,std_N
HAV_7852,std_N
HAV_7853,std_N
HAV_7854,std_N
HAV_7855,std_N
HAV_7856,std_N
HAV_7857,std_N
HAV_7858,std_N
HAV_7859,std_N
HAV_7860,std_N
HAV_7861,std_N
HAV_7862,std_N
HAV_7863,std_N
HAV_7864,std_N
HAV_7865,std_N
HAV_7866,std_N
HAV_7867,std_N
HAV_7868,std_N
HAV_7869,std_N
HAV_7870,std_N
HAV_7871,std_N
HAV_7872,std_N
