Sample_ID,raw_seq_count,filename,genotype,nitrogen,block,sp,spb,subsample,collected_by_person,row,year,pedigree,subpopulation
HAV_7086,90899,HAV_7086_S108_R1_001.fastq.gz,A214N,-N,S,sp4,spb3,rep3,BRA,3580,Y2019,Ames 31536,mixed
HAV_7087,125652,HAV_7087_S115_R1_001.fastq.gz,R229,-N,S,sp4,spb3,rep1,MAM,3581,Y2019,PI 592734,ss
HAV_7088,126659,HAV_7088_S123_R1_001.fastq.gz,R229,-N,S,sp4,spb3,rep2,MAM,3581,Y2019,PI 592734,ss
HAV_7089,129112,HAV_7089_S69_R1_001.fastq.gz,R229,-N,S,sp4,spb3,rep3,BRA,3581,Y2019,PI 592734,ss
HAV_7090,163014,HAV_7090_S77_R1_001.fastq.gz,VA85,-N,S,sp4,spb3,rep1,MAM,3584,Y2019,Ames 27193,nss
HAV_7091,134943,HAV_7091_S85_R1_001.fastq.gz,VA85,-N,S,sp4,spb3,rep2,MAM,3584,Y2019,Ames 27193,nss
HAV_7092,152819,HAV_7092_S93_R1_001.fastq.gz,VA85,-N,S,sp4,spb3,rep3,BRA,3584,Y2019,Ames 27193,nss
HAV_7093,110201,HAV_7093_S101_R1_001.fastq.gz,B37,+N,S,sp1,spb1,rep1,MAM,4002,Y2019,PI 550467,ss
HAV_7094,117865,HAV_7094_S101_R1_001.fastq.gz,B37,+N,S,sp1,spb1,rep2,MAM,4002,Y2019,PI 550467,ss
HAV_7095,111615,HAV_7095_S116_R1_001.fastq.gz,B37,+N,S,sp1,spb1,rep3,MAM,4002,Y2019,PI 550467,ss
HAV_7096,119314,HAV_7096_S124_R1_001.fastq.gz,B14A,+N,S,sp1,spb1,rep1,MAM,4003,Y2019,PI 550461,ss
HAV_7097,143214,HAV_7097_S70_R1_001.fastq.gz,B14A,+N,S,sp1,spb1,rep2,MAM,4003,Y2019,PI 550461,ss
HAV_7098,125246,HAV_7098_S78_R1_001.fastq.gz,B14A,+N,S,sp1,spb1,rep3,MAM,4003,Y2019,PI 550461,ss
HAV_7099,119609,HAV_7099_S86_R1_001.fastq.gz,4226,+N,S,sp1,spb1,rep1,MAM,4006,Y2019,NSL 30904,nss
HAV_7100,135537,HAV_7100_S94_R1_001.fastq.gz,4226,+N,S,sp1,spb1,rep2,MAM,4006,Y2019,NSL 30904,nss
HAV_7101,121919,HAV_7101_S102_R1_001.fastq.gz,4226,+N,S,sp1,spb1,rep3,MAM,4006,Y2019,NSL 30904,nss
HAV_7102,131577,HAV_7102_S110_R1_001.fastq.gz,B97,+N,S,sp1,spb1,rep1,NAP,4007,Y2019,PI 564682,nss
HAV_7103,144056,HAV_7103_S117_R1_001.fastq.gz,B97,+N,S,sp1,spb1,rep2,NAP,4007,Y2019,PI 564682,nss
HAV_7104,136619,HAV_7104_S125_R1_001.fastq.gz,B97,+N,S,sp1,spb1,rep3,NAP,4007,Y2019,PI 564682,nss
HAV_7105,134322,HAV_7105_S71_R1_001.fastq.gz,B73,+N,S,sp1,spb1,rep1,NAP,4009,Y2019,PI 550473,ss
HAV_7106,201273,HAV_7106_S79_R1_001.fastq.gz,B73,+N,S,sp1,spb1,rep2,NAP,4009,Y2019,PI 550473,ss
HAV_7107,158038,HAV_7107_S87_R1_001.fastq.gz,B73,+N,S,sp1,spb1,rep3,NAP,4009,Y2019,PI 550473,ss
HAV_7108,147296,HAV_7108_S95_R1_001.fastq.gz,A679,+N,S,sp1,spb1,rep1,NAP,4011,Y2019,PI 587142,ss
HAV_7109,138564,HAV_7109_S103_R1_001.fastq.gz,A679,+N,S,sp1,spb1,rep2,NAP,4011,Y2019,PI 587142,ss
HAV_7110,92200,HAV_7110_S111_R1_001.fastq.gz,A679,+N,S,sp1,spb1,rep3,NAP,4011,Y2019,PI 587142,ss
HAV_7111,160581,HAV_7111_S118_R1_001.fastq.gz,CHECK,+N,S,sp1,spb1,rep1,WIH,4014,Y2019,B73xMo17,NA
HAV_7112,144341,HAV_7112_S126_R1_001.fastq.gz,CHECK,+N,S,sp1,spb1,rep2,WIH,4014,Y2019,B73xMo17,NA
HAV_7113,161307,HAV_7113_S72_R1_001.fastq.gz,CHECK,+N,S,sp1,spb1,rep3,WIH,4014,Y2019,B73xMo17,NA
HAV_7114,156951,HAV_7114_S80_R1_001.fastq.gz,NC362,+N,S,sp1,spb2,rep1,WIH,4016,Y2019,Ames 27177,mixed
HAV_7115,158656,HAV_7115_S88_R1_001.fastq.gz,NC362,+N,S,sp1,spb2,rep2,WIH,4016,Y2019,Ames 27177,mixed
HAV_7116,147291,HAV_7116_S96_R1_001.fastq.gz,NC362,+N,S,sp1,spb2,rep3,WIH,4016,Y2019,Ames 27177,mixed
HAV_7117,118449,HAV_7117_S104_R1_001.fastq.gz,NC342,+N,S,sp1,spb2,rep1,WIH,4017,Y2019,Ames 27167,nss
HAV_7118,84472,HAV_7118_S112_R1_001.fastq.gz,NC342,+N,S,sp1,spb2,rep2,WIH,4017,Y2019,Ames 27167,nss
HAV_7119,144469,HAV_7119_S119_R1_001.fastq.gz,NC342,+N,S,sp1,spb2,rep3,WIH,4017,Y2019,Ames 27167,nss
HAV_7120,141810,HAV_7120_S127_R1_001.fastq.gz,NC364,+N,S,sp1,spb2,rep1,RAM,4020,Y2019,Ames 27178,mixed
HAV_7121,104815,HAV_7121_S102_R1_001.fastq.gz,NC364,+N,S,sp1,spb2,rep2,RAM,4020,Y2019,Ames 27178,mixed
HAV_7122,86258,HAV_7122_S103_R1_001.fastq.gz,NC364,+N,S,sp1,spb2,rep3,RAM,4020,Y2019,Ames 27178,mixed
HAV_7123,88273,HAV_7123_S104_R1_001.fastq.gz,NC294,+N,S,sp1,spb2,rep1,RAM,4021,Y2019,Ames 27143,ss
HAV_7124,96270,HAV_7124_S105_R1_001.fastq.gz,NC294,+N,S,sp1,spb2,rep2,RAM,4021,Y2019,Ames 27143,ss
HAV_7125,105582,HAV_7125_S106_R1_001.fastq.gz,NC294,+N,S,sp1,spb2,rep3,RAM,4021,Y2019,Ames 27143,ss
HAV_7126,58534,HAV_7126_S107_R1_001.fastq.gz,CHECK,+N,S,sp1,spb2,rep1,RAM,4023,Y2019,B73xMo17,NA
HAV_7127,66235,HAV_7127_S108_R1_001.fastq.gz,CHECK,+N,S,sp1,spb2,rep2,RAM,4023,Y2019,B73xMo17,NA
HAV_7128,102601,HAV_7128_S109_R1_001.fastq.gz,CHECK,+N,S,sp1,spb2,rep3,RAM,4023,Y2019,B73xMo17,NA
HAV_7132,154015,HAV_7132_S25_R1_001.fastq.gz,NC328,+N,S,sp1,spb2,rep1,MIT,4027,Y2019,Ames 27160,ss
HAV_7133,113317,HAV_7133_S34_R1_001.fastq.gz,NC328,+N,S,sp1,spb2,rep2,MIT,4027,Y2019,Ames 27160,ss
HAV_7134,80816,HAV_7134_S42_R1_001.fastq.gz,NC328,+N,S,sp1,spb2,rep3,MIT,4027,Y2019,Ames 27160,ss
HAV_7135,153146,HAV_7135_S50_R1_001.fastq.gz,VA22,+N,S,sp1,spb3,rep1,MIT,4030,Y2019,Ames 19328,nss
HAV_7136,148107,HAV_7136_S58_R1_001.fastq.gz,VA22,+N,S,sp1,spb3,rep2,MIT,4030,Y2019,Ames 19328,nss
HAV_7137,141448,HAV_7137_S1_R1_001.fastq.gz,VA22,+N,S,sp1,spb3,rep3,MIT,4030,Y2019,Ames 19328,nss
HAV_7138,117933,HAV_7138_S9_R1_001.fastq.gz,WF9,+N,S,sp1,spb3,rep1,GLI,4031,Y2019,Ames 19293,nss
HAV_7139,110835,HAV_7139_S17_R1_001.fastq.gz,WF9,+N,S,sp1,spb3,rep2,GLI,4031,Y2019,Ames 19293,nss
HAV_7140,124053,HAV_7140_S26_R1_001.fastq.gz,WF9,+N,S,sp1,spb3,rep3,GLI,4031,Y2019,Ames 19293,nss
HAV_7141,93375,HAV_7141_S35_R1_001.fastq.gz,CI90C,+N,S,sp1,spb3,rep1,GLI,4034,Y2019,Ames 31534,mixed
HAV_7142,98417,HAV_7142_S43_R1_001.fastq.gz,CI90C,+N,S,sp1,spb3,rep2,GLI,4034,Y2019,Ames 31534,mixed
HAV_7143,98283,HAV_7143_S51_R1_001.fastq.gz,CI90C,+N,S,sp1,spb3,rep3,GLI,4034,Y2019,Ames 31534,mixed
HAV_7144,122311,HAV_7144_S59_R1_001.fastq.gz,796,+N,S,sp1,spb3,rep1,GLI,4035,Y2019,Ames 27196,mixed
HAV_7145,153053,HAV_7145_S2_R1_001.fastq.gz,796,+N,S,sp1,spb3,rep2,GLI,4035,Y2019,Ames 27196,mixed
HAV_7146,142280,HAV_7146_S10_R1_001.fastq.gz,796,+N,S,sp1,spb3,rep3,GLI,4035,Y2019,Ames 27196,mixed
HAV_7147,162479,HAV_7147_S18_R1_001.fastq.gz,T8,+N,S,sp1,spb3,rep1,LOU,4038,Y2019,PI 550518,nss
HAV_7148,149502,HAV_7148_S27_R1_001.fastq.gz,T8,+N,S,sp1,spb3,rep2,LOU,4038,Y2019,PI 550518,nss
HAV_7149,152537,HAV_7149_S36_R1_001.fastq.gz,T8,+N,S,sp1,spb3,rep3,LOU,4038,Y2019,PI 550518,nss
HAV_7150,113727,HAV_7150_S44_R1_001.fastq.gz,33-16,+N,S,sp1,spb3,rep1,LOU,4039,Y2019,Ames 26771,nss
HAV_7151,163921,HAV_7151_S52_R1_001.fastq.gz,33-16,+N,S,sp1,spb3,rep2,LOU,4039,Y2019,Ames 26771,nss
HAV_7152,184394,HAV_7152_S60_R1_001.fastq.gz,33-16,+N,S,sp1,spb3,rep3,LOU,4039,Y2019,Ames 26771,nss
HAV_7153,138330,HAV_7153_S3_R1_001.fastq.gz,VA26,+N,S,sp1,spb3,rep1,LOU,4041,Y2019,PI 587149,nss
HAV_7154,146533,HAV_7154_S11_R1_001.fastq.gz,VA26,+N,S,sp1,spb3,rep2,LOU,4041,Y2019,PI 587149,nss
HAV_7155,131430,HAV_7155_S19_R1_001.fastq.gz,VA26,+N,S,sp1,spb3,rep3,LOU,4041,Y2019,PI 587149,nss
HAV_7156,123541,HAV_7156_S28_R1_001.fastq.gz,CML323,+N,S,sp2,spb1,rep1,GCS,4043,Y2019,Ames 27097,mixed
HAV_7157,121257,HAV_7157_S37_R1_001.fastq.gz,CML323,+N,S,sp2,spb1,rep2,GCS,4043,Y2019,Ames 27097,mixed
HAV_7158,134752,HAV_7158_S45_R1_001.fastq.gz,CML323,+N,S,sp2,spb1,rep3,GCS,4043,Y2019,Ames 27097,mixed
HAV_7159,138404,HAV_7159_S53_R1_001.fastq.gz,H95,+N,S,sp2,spb1,rep1,GCS,4046,Y2019,Ames 19319,nss
HAV_7160,139423,HAV_7160_S61_R1_001.fastq.gz,H95,+N,S,sp2,spb1,rep2,GCS,4046,Y2019,Ames 19319,nss
HAV_7161,171851,HAV_7161_S4_R1_001.fastq.gz,H95,+N,S,sp2,spb1,rep3,GCS,4046,Y2019,Ames 19319,nss
HAV_7162,131119,HAV_7162_S12_R1_001.fastq.gz,B79,+N,S,sp2,spb1,rep1,GCS,4048,Y2019,PI 608766,mixed
HAV_7163,142931,HAV_7163_S20_R1_001.fastq.gz,B79,+N,S,sp2,spb1,rep2,GCS,4048,Y2019,PI 608766,mixed
HAV_7164,133617,HAV_7164_S29_R1_001.fastq.gz,B79,+N,S,sp2,spb1,rep3,GCS,4048,Y2019,PI 608766,mixed
HAV_7165,147729,HAV_7165_S38_R1_001.fastq.gz,DE1,+N,S,sp2,spb1,rep1,GCS,4049,Y2019,PI 606329,nss
HAV_7166,143101,HAV_7166_S46_R1_001.fastq.gz,DE1,+N,S,sp2,spb1,rep2,GCS,4049,Y2019,PI 606329,nss
HAV_7167,154345,HAV_7167_S54_R1_001.fastq.gz,DE1,+N,S,sp2,spb1,rep3,GCS,4049,Y2019,PI 606329,nss
HAV_7168,153582,HAV_7168_S62_R1_001.fastq.gz,F2834T,+N,S,sp2,spb1,rep1,GCS,4051,Y2019,Ames 27112,mixed
HAV_7169,161044,HAV_7169_S5_R1_001.fastq.gz,F2834T,+N,S,sp2,spb1,rep2,GCS,4051,Y2019,Ames 27112,mixed
HAV_7170,148427,HAV_7170_S13_R1_001.fastq.gz,F2834T,+N,S,sp2,spb1,rep3,GCS,4051,Y2019,Ames 27112,mixed
HAV_7171,143992,HAV_7171_S21_R1_001.fastq.gz,A635,+N,S,sp2,spb1,rep1,GCS,4053,Y2019,Ames 19309,ss
HAV_7172,143236,HAV_7172_S30_R1_001.fastq.gz,A635,+N,S,sp2,spb1,rep2,GCS,4053,Y2019,Ames 19309,ss
HAV_7173,133978,HAV_7173_S39_R1_001.fastq.gz,A635,+N,S,sp2,spb1,rep3,GCS,4053,Y2019,Ames 19309,ss
HAV_7174,119054,HAV_7174_S47_R1_001.fastq.gz,B105,+N,S,sp2,spb1,rep1,MAM,4056,Y2019,PI 594048,mixed
HAV_7175,146256,HAV_7175_S55_R1_001.fastq.gz,B105,+N,S,sp2,spb1,rep2,MAM,4056,Y2019,PI 594048,mixed
HAV_7176,141632,HAV_7176_S63_R1_001.fastq.gz,B105,+N,S,sp2,spb1,rep3,MAM,4056,Y2019,PI 594048,mixed
HAV_7177,131947,HAV_7177_S6_R1_001.fastq.gz,N28HT,+N,S,sp2,spb2,rep1,MAM,4057,Y2019,Ames 27138,mixed
HAV_7178,114551,HAV_7178_S14_R1_001.fastq.gz,N28HT,+N,S,sp2,spb2,rep2,MAM,4057,Y2019,Ames 27138,mixed
HAV_7179,115447,HAV_7179_S22_R1_001.fastq.gz,N28HT,+N,S,sp2,spb2,rep3,MAM,4057,Y2019,Ames 27138,mixed
HAV_7180,123502,HAV_7180_S31_R1_001.fastq.gz,NC324,+N,S,sp2,spb2,rep1,MAM,4059,Y2019,Ames 27158,ss
HAV_7181,96795,HAV_7181_S40_R1_001.fastq.gz,NC324,+N,S,sp2,spb2,rep2,MAM,4059,Y2019,Ames 27158,ss
HAV_7182,86734,HAV_7182_S48_R1_001.fastq.gz,NC324,+N,S,sp2,spb2,rep3,MAM,4059,Y2019,Ames 27158,ss
HAV_7183,100264,HAV_7183_S56_R1_001.fastq.gz,NC264,+N,S,sp2,spb2,rep1,NAP,4061,Y2019,PI 520774,ts
HAV_7184,123499,HAV_7184_S64_R1_001.fastq.gz,NC264,+N,S,sp2,spb2,rep2,NAP,4061,Y2019,PI 520774,ts
HAV_7185,163679,HAV_7185_S7_R1_001.fastq.gz,NC264,+N,S,sp2,spb2,rep3,NAP,4061,Y2019,PI 520774,ts
HAV_7186,115890,HAV_7186_S15_R1_001.fastq.gz,NC358,+N,S,sp2,spb2,rep1,NAP,4064,Y2019,Ames 27175,ts
HAV_7187,139843,HAV_7187_S23_R1_001.fastq.gz,NC358,+N,S,sp2,spb2,rep2,NAP,4064,Y2019,Ames 27175,ts
HAV_7188,144964,HAV_7188_S32_R1_001.fastq.gz,NC358,+N,S,sp2,spb2,rep3,NAP,4064,Y2019,Ames 27175,ts
HAV_7189,107937,HAV_7189_S41_R1_001.fastq.gz,CHECK,+N,S,sp2,spb2,rep1,NAP,4065,Y2019,B73xMo17,NA
HAV_7190,117283,HAV_7190_S110_R1_001.fastq.gz,CHECK,+N,S,sp2,spb2,rep2,NAP,4065,Y2019,B73xMo17,NA
HAV_7191,142052,HAV_7191_S57_R1_001.fastq.gz,CHECK,+N,S,sp2,spb2,rep3,NAP,4065,Y2019,B73xMo17,NA
HAV_7192,132333,HAV_7192_S65_R1_001.fastq.gz,MO46,+N,S,sp2,spb2,rep1,GLI,4067,Y2019,PI 583351,nss
HAV_7193,125835,HAV_7193_S66_R1_001.fastq.gz,MO46,+N,S,sp2,spb2,rep2,GLI,4067,Y2019,PI 583351,nss
HAV_7194,136415,HAV_7194_S74_R1_001.fastq.gz,MO46,+N,S,sp2,spb2,rep3,GLI,4067,Y2019,PI 583351,nss
HAV_7195,132853,HAV_7195_S82_R1_001.fastq.gz,NC290A,+N,S,sp2,spb2,rep1,GLI,4069,Y2019,Ames 27141,nss
HAV_7196,202452,HAV_7196_S90_R1_001.fastq.gz,NC290A,+N,S,sp2,spb2,rep2,GLI,4069,Y2019,Ames 27141,nss
HAV_7197,95122,HAV_7197_S98_R1_001.fastq.gz,NC290A,+N,S,sp2,spb2,rep3,GLI,4069,Y2019,Ames 27141,nss
HAV_7198,95522,HAV_7198_S106_R1_001.fastq.gz,T234,+N,S,sp2,spb3,rep1,GLI,4071,Y2019,Ames 27190,nss
HAV_7199,124273,HAV_7199_S111_R1_001.fastq.gz,T234,+N,S,sp2,spb3,rep2,GLI,4071,Y2019,Ames 27190,nss
HAV_7200,82957,HAV_7200_S122_R1_001.fastq.gz,T234,+N,S,sp2,spb3,rep3,GLI,4071,Y2019,Ames 27190,nss
HAV_7201,149904,HAV_7201_S67_R1_001.fastq.gz,W117HT,+N,S,sp2,spb3,rep1,MAC,4074,Y2019,Ames 8399,mixed
HAV_7202,145335,HAV_7202_S75_R1_001.fastq.gz,W117HT,+N,S,sp2,spb3,rep2,MAC,4074,Y2019,Ames 8399,mixed
HAV_7203,142742,HAV_7203_S83_R1_001.fastq.gz,W117HT,+N,S,sp2,spb3,rep3,MAC,4074,Y2019,Ames 8399,mixed
HAV_7204,115388,HAV_7204_S91_R1_001.fastq.gz,VA102,+N,S,sp2,spb3,rep1,MAC,4076,Y2019,PI 587151,nss
HAV_7205,122490,HAV_7205_S99_R1_001.fastq.gz,VA102,+N,S,sp2,spb3,rep2,MAC,4076,Y2019,PI 587151,nss
HAV_7206,115565,HAV_7206_S107_R1_001.fastq.gz,VA102,+N,S,sp2,spb3,rep3,MAC,4076,Y2019,PI 587151,nss
HAV_7207,139646,HAV_7207_S115_R1_001.fastq.gz,SG18,+N,S,sp2,spb3,rep1,MAC,4078,Y2019,PI 686066,popcorn
HAV_7208,150113,HAV_7208_S123_R1_001.fastq.gz,SG18,+N,S,sp2,spb3,rep2,MAC,4078,Y2019,PI 686066,popcorn
HAV_7209,141349,HAV_7209_S68_R1_001.fastq.gz,SG18,+N,S,sp2,spb3,rep3,MAC,4078,Y2019,PI 686066,popcorn
HAV_7210,124144,HAV_7210_S76_R1_001.fastq.gz,VAW6,+N,S,sp2,spb3,rep1,ISS,4079,Y2019,Ames 19000,mixed
HAV_7211,133236,HAV_7211_S84_R1_001.fastq.gz,VAW6,+N,S,sp2,spb3,rep2,ISS,4079,Y2019,Ames 19000,mixed
HAV_7212,124687,HAV_7212_S92_R1_001.fastq.gz,VAW6,+N,S,sp2,spb3,rep3,ISS,4079,Y2019,Ames 19000,mixed
HAV_7213,77739,HAV_7213_S100_R1_001.fastq.gz,OH603,+N,S,sp2,spb3,rep1,ISS,4081,Y2019,PI 573098,mixed
HAV_7214,126639,HAV_7214_S108_R1_001.fastq.gz,OH603,+N,S,sp2,spb3,rep2,ISS,4081,Y2019,PI 573098,mixed
HAV_7215,119966,HAV_7215_S116_R1_001.fastq.gz,OH603,+N,S,sp2,spb3,rep3,ISS,4081,Y2019,PI 573098,mixed
HAV_7216,105722,HAV_7216_S124_R1_001.fastq.gz,VA35,+N,S,sp2,spb3,rep1,ISS,4084,Y2019,PI 587150,nss
HAV_7217,141618,HAV_7217_S69_R1_001.fastq.gz,VA35,+N,S,sp2,spb3,rep2,ISS,4084,Y2019,PI 587150,nss
HAV_7218,119714,HAV_7218_S77_R1_001.fastq.gz,VA35,+N,S,sp2,spb3,rep3,ISS,4084,Y2019,PI 587150,nss
HAV_7219,106854,HAV_7219_S85_R1_001.fastq.gz,B77,+N,S,sp1,spb1,rep1,ETR,4102,Y2019,PI 608765,nss
HAV_7220,124091,HAV_7220_S93_R1_001.fastq.gz,B77,+N,S,sp1,spb1,rep2,ETR,4102,Y2019,PI 608765,nss
HAV_7221,107658,HAV_7221_S101_R1_001.fastq.gz,B77,+N,S,sp1,spb1,rep3,ETR,4102,Y2019,PI 608765,nss
HAV_7222,86217,HAV_7222_S109_R1_001.fastq.gz,A680,+N,S,sp1,spb1,rep1,ETR,4104,Y2019,Ames 23503,ss
HAV_7223,132429,HAV_7223_S117_R1_001.fastq.gz,A680,+N,S,sp1,spb1,rep2,ETR,4104,Y2019,Ames 23503,ss
HAV_7224,103437,HAV_7224_S125_R1_001.fastq.gz,A680,+N,S,sp1,spb1,rep3,ETR,4104,Y2019,Ames 23503,ss
HAV_7225,132688,HAV_7225_S70_R1_001.fastq.gz,CHECK,+N,S,sp1,spb1,rep1,ETR,4106,Y2019,B73xMo17,NA
HAV_7226,118960,HAV_7226_S78_R1_001.fastq.gz,CHECK,+N,S,sp1,spb1,rep2,ETR,4106,Y2019,B73xMo17,NA
HAV_7227,117091,HAV_7227_S86_R1_001.fastq.gz,CHECK,+N,S,sp1,spb1,rep3,ETR,4106,Y2019,B73xMo17,NA
HAV_7228,139071,HAV_7228_S94_R1_001.fastq.gz,IDS28,+N,S,sp1,spb1,rep1,RAM,4108,Y2019,PI 686059,popcorn
HAV_7229,105796,HAV_7229_S102_R1_001.fastq.gz,IDS28,+N,S,sp1,spb1,rep2,RAM,4108,Y2019,PI 686059,popcorn
HAV_7230,107485,HAV_7230_S112_R1_001.fastq.gz,IDS28,+N,S,sp1,spb1,rep3,RAM,4108,Y2019,PI 686059,popcorn
HAV_7231,119220,HAV_7231_S118_R1_001.fastq.gz,B46,+N,S,sp1,spb1,rep1,RAM,4109,Y2019,PI 550469,mixed
HAV_7232,104051,HAV_7232_S126_R1_001.fastq.gz,B46,+N,S,sp1,spb1,rep2,RAM,4109,Y2019,PI 550469,mixed
HAV_7233,144986,HAV_7233_S71_R1_001.fastq.gz,B46,+N,S,sp1,spb1,rep3,RAM,4109,Y2019,PI 550469,mixed
HAV_7234,135314,HAV_7234_S79_R1_001.fastq.gz,H91,+N,S,sp1,spb1,rep1,RAM,4112,Y2019,Ames 27114,ss
HAV_7235,173840,HAV_7235_S87_R1_001.fastq.gz,H91,+N,S,sp1,spb1,rep2,RAM,4112,Y2019,Ames 27114,ss
HAV_7236,134494,HAV_7236_S95_R1_001.fastq.gz,H91,+N,S,sp1,spb1,rep3,RAM,4112,Y2019,Ames 27114,ss
HAV_7237,107839,HAV_7237_S103_R1_001.fastq.gz,B109,+N,S,sp1,spb1,rep1,ISS,4114,Y2019,PI 597927,ss
HAV_7238,71415,HAV_7238_S111_R1_001.fastq.gz,B109,+N,S,sp1,spb1,rep2,ISS,4114,Y2019,PI 597927,ss
HAV_7239,126053,HAV_7239_S119_R1_001.fastq.gz,B109,+N,S,sp1,spb1,rep3,ISS,4114,Y2019,PI 597927,ss
HAV_7240,133362,HAV_7240_S127_R1_001.fastq.gz,NC310,+N,S,sp1,spb2,rep1,ISS,4115,Y2019,Ames 27151,ss
HAV_7241,138180,HAV_7241_S72_R1_001.fastq.gz,NC310,+N,S,sp1,spb2,rep2,ISS,4115,Y2019,Ames 27151,ss
HAV_7242,132205,HAV_7242_S80_R1_001.fastq.gz,NC310,+N,S,sp1,spb2,rep3,ISS,4115,Y2019,Ames 27151,ss
HAV_7243,152778,HAV_7243_S88_R1_001.fastq.gz,R177,+N,S,sp1,spb2,rep1,ISS,4117,Y2019,NSL 30894,nss
HAV_7244,146651,HAV_7244_S96_R1_001.fastq.gz,R177,+N,S,sp1,spb2,rep2,ISS,4117,Y2019,NSL 30894,nss
HAV_7245,120664,HAV_7245_S104_R1_001.fastq.gz,R177,+N,S,sp1,spb2,rep3,ISS,4117,Y2019,NSL 30894,nss
HAV_7246,114415,HAV_7246_S112_R1_001.fastq.gz,IL14H,+N,S,sp1,spb2,rep1,SPD,4120,Y2019,Ames 27118,sweet
HAV_7247,134121,HAV_7247_S120_R1_001.fastq.gz,IL14H,+N,S,sp1,spb2,rep2,SPD,4120,Y2019,Ames 27118,sweet
HAV_7248,122781,HAV_7248_S128_R1_001.fastq.gz,IL14H,+N,S,sp1,spb2,rep3,SPD,4120,Y2019,Ames 27118,sweet
HAV_7249,95238,HAV_7249_S73_R1_001.fastq.gz,L317,+N,S,sp1,spb2,rep1,SPD,4121,Y2019,NSL 65873,nss
HAV_7250,116583,HAV_7250_S81_R1_001.fastq.gz,L317,+N,S,sp1,spb2,rep2,SPD,4121,Y2019,NSL 65873,nss
HAV_7251,114430,HAV_7251_S89_R1_001.fastq.gz,L317,+N,S,sp1,spb2,rep3,SPD,4121,Y2019,NSL 65873,nss
HAV_7252,117539,HAV_7252_S97_R1_001.fastq.gz,NC306,+N,S,sp1,spb2,rep1,MAM,4123,Y2019,Ames 27149,ss
HAV_7253,81188,HAV_7253_S105_R1_001.fastq.gz,NC306,+N,S,sp1,spb2,rep2,SPD,4123,Y2019,Ames 27149,ss
HAV_7254,89298,HAV_7254_S113_R1_001.fastq.gz,NC306,+N,S,sp1,spb2,rep3,SPD,4123,Y2019,Ames 27149,ss
HAV_7255,107809,HAV_7255_S121_R1_001.fastq.gz,OS420,+N,S,sp1,spb2,rep1,GEZ,4126,Y2019,NSL 65874,nss
HAV_7256,127993,HAV_7256_S129_R1_001.fastq.gz,OS420,+N,S,sp1,spb2,rep2,GEZ,4126,Y2019,NSL 65874,nss
HAV_7257,175024,HAV_7257_S1_R1_001.fastq.gz,OS420,+N,S,sp1,spb2,rep3,GEZ,4126,Y2019,NSL 65874,nss
HAV_7258,148566,HAV_7258_S10_R1_001.fastq.gz,MO45,+N,S,sp1,spb2,rep1,GEZ,4128,Y2019,PI 583350,mixed
HAV_7259,179852,HAV_7259_S19_R1_001.fastq.gz,MO45,+N,S,sp1,spb2,rep2,GEZ,4128,Y2019,PI 583350,mixed
HAV_7260,179359,HAV_7260_S28_R1_001.fastq.gz,MO45,+N,S,sp1,spb2,rep3,GEZ,4128,Y2019,PI 583350,mixed
HAV_7261,170551,HAV_7261_S37_R1_001.fastq.gz,R4,+N,S,sp1,spb3,rep1,GEZ,4129,Y2019,Ames 27187,nss
HAV_7262,124985,HAV_7262_S45_R1_001.fastq.gz,R4,+N,S,sp1,spb3,rep2,GEZ,4129,Y2019,Ames 27187,nss
HAV_7263,148860,HAV_7263_S53_R1_001.fastq.gz,R4,+N,S,sp1,spb3,rep3,GEZ,4129,Y2019,Ames 27187,nss
HAV_7264,144806,HAV_7264_S61_R1_001.fastq.gz,SD40,+N,S,sp1,spb3,rep1,RAM,4132,Y2019,PI 606768,mixed
HAV_7265,90874,HAV_7265_S2_R1_001.fastq.gz,SD40,+N,S,sp1,spb3,rep2,RAM,4132,Y2019,PI 606768,mixed
HAV_7266,105801,HAV_7266_S11_R1_001.fastq.gz,SD40,+N,S,sp1,spb3,rep3,RAM,4132,Y2019,PI 606768,mixed
HAV_7267,101302,HAV_7267_S20_R1_001.fastq.gz,CHECK,+N,S,sp1,spb3,rep1,RAM,4134,Y2019,B73xMo17,NA
HAV_7268,85121,HAV_7268_S29_R1_001.fastq.gz,CHECK,+N,S,sp1,spb3,rep2,RAM,4134,Y2019,B73xMo17,NA
HAV_7269,108346,HAV_7269_S113_R1_001.fastq.gz,CHECK,+N,S,sp1,spb3,rep3,RAM,4134,Y2019,B73xMo17,NA
HAV_7270,120278,HAV_7270_S114_R1_001.fastq.gz,R229,+N,S,sp1,spb3,rep1,RAM,4136,Y2019,PI 592734,ss
HAV_7271,125053,HAV_7271_S115_R1_001.fastq.gz,R229,+N,S,sp1,spb3,rep2,RAM,4136,Y2019,PI 592734,ss
HAV_7272,107846,HAV_7272_S62_R1_001.fastq.gz,R229,+N,S,sp1,spb3,rep3,RAM,4136,Y2019,PI 592734,ss
HAV_7273,176329,HAV_7273_S3_R1_001.fastq.gz,CO109,+N,S,sp1,spb3,rep1,ZKY,4138,Y2019,PI 587125,nss
HAV_7274,100149,HAV_7274_S12_R1_001.fastq.gz,CO109,+N,S,sp1,spb3,rep2,ZKY,4138,Y2019,PI 587125,nss
