Sample_ID,raw_seq_count,filename,genotype,nitrogen,block,sp,spb,subsample,collected_by_person,row,year,pedigree,subpopulation
HAV_5943,117443,HAV_5943_S120_R1_001.fastq.gz,NC292,-N,N,sp2,spb3,rep3,MAC,2273,Y2019,Ames 27142,ss
HAV_5944,106781,HAV_5944_S128_R1_001.fastq.gz,NC312,-N,N,sp2,spb3,rep1,ETR,2275,Y2019,Ames 27152,ss
HAV_5945,105097,HAV_5945_S73_R1_001.fastq.gz,NC312,-N,N,sp2,spb3,rep2,ETR,2275,Y2019,Ames 27152,ss
HAV_5946,140682,HAV_5946_S81_R1_001.fastq.gz,NC312,-N,N,sp2,spb3,rep3,ETR,2275,Y2019,Ames 27152,ss
HAV_5947,116578,HAV_5947_S89_R1_001.fastq.gz,W153R,-N,N,sp2,spb3,rep1,ETR,2278,Y2019,PI 587154,nss
HAV_5948,119715,HAV_5948_S97_R1_001.fastq.gz,W153R,-N,N,sp2,spb3,rep2,ETR,2278,Y2019,PI 587154,nss
HAV_5949,110663,HAV_5949_S105_R1_001.fastq.gz,W153R,-N,N,sp2,spb3,rep3,ETR,2278,Y2019,PI 587154,nss
HAV_5950,76617,HAV_5950_S113_R1_001.fastq.gz,R168,-N,N,sp2,spb3,rep1,ETR,2280,Y2019,Ames 19326,nss
HAV_5951,108054,HAV_5951_S121_R1_001.fastq.gz,R168,-N,N,sp2,spb3,rep2,ETR,2280,Y2019,Ames 19326,nss
HAV_5952,99717,HAV_5952_S129_R1_001.fastq.gz,R168,-N,N,sp2,spb3,rep3,ETR,2280,Y2019,Ames 19326,nss
HAV_5953,104431,HAV_5953_S74_R1_001.fastq.gz,CHECK,-N,N,sp2,spb3,rep1,ISS,2281,Y2019,B73xMo17,NA
HAV_5954,91548,HAV_5954_S82_R1_001.fastq.gz,CHECK,-N,N,sp2,spb3,rep2,ISS,2281,Y2019,B73xMo17,NA
HAV_5955,78072,HAV_5955_S90_R1_001.fastq.gz,CHECK,-N,N,sp2,spb3,rep3,ISS,2281,Y2019,B73xMo17,NA
HAV_5956,132069,HAV_5956_S98_R1_001.fastq.gz,W182B,-N,N,sp2,spb3,rep1,ISS,2283,Y2019,Ames 19330,nss
HAV_5957,118737,HAV_5957_S106_R1_001.fastq.gz,W182B,-N,N,sp2,spb3,rep2,ISS,2283,Y2019,Ames 19330,nss
HAV_5958,74332,HAV_5958_S114_R1_001.fastq.gz,W182B,-N,N,sp2,spb3,rep3,ISS,2283,Y2019,Ames 19330,nss
HAV_5959,111651,HAV_5959_S122_R1_001.fastq.gz,B46,-N,N,sp3,spb1,rep1,ISS,2302,Y2019,PI 550469,mixed
HAV_5960,114257,HAV_5960_S130_R1_001.fastq.gz,B46,-N,N,sp3,spb1,rep2,ISS,2302,Y2019,PI 550469,mixed
HAV_5961,111330,HAV_5961_S75_R1_001.fastq.gz,B46,-N,N,sp3,spb1,rep3,ISS,2302,Y2019,PI 550469,mixed
HAV_5962,110152,HAV_5962_S83_R1_001.fastq.gz,IDS28,-N,N,sp3,spb1,rep1,MIT,2304,Y2019,PI 686059,popcorn
HAV_5963,112434,HAV_5963_S91_R1_001.fastq.gz,IDS28,-N,N,sp3,spb1,rep2,MIT,2304,Y2019,PI 686059,popcorn
HAV_5964,113211,HAV_5964_S99_R1_001.fastq.gz,IDS28,-N,N,sp3,spb1,rep3,MIT,2304,Y2019,PI 686059,popcorn
HAV_5965,124797,HAV_5965_S107_R1_001.fastq.gz,B37,-N,N,sp3,spb1,rep1,MIT,2306,Y2019,PI 550467,ss
HAV_5966,76267,HAV_5966_S115_R1_001.fastq.gz,B37,-N,N,sp3,spb1,rep2,MIT,2306,Y2019,PI 550467,ss
HAV_5967,137648,HAV_5967_S123_R1_001.fastq.gz,B37,-N,N,sp3,spb1,rep3,MIT,2306,Y2019,PI 550467,ss
HAV_5968,119705,HAV_5968_S131_R1_001.fastq.gz,CHECK,-N,N,sp3,spb1,rep1,MIT,2308,Y2019,B73xMo17,NA
HAV_5969,79552,HAV_5969_S76_R1_001.fastq.gz,CHECK,-N,N,sp3,spb1,rep2,MIT,2308,Y2019,B73xMo17,NA
HAV_5970,100530,HAV_5970_S84_R1_001.fastq.gz,CHECK,-N,N,sp3,spb1,rep3,MIT,2308,Y2019,B73xMo17,NA
HAV_5971,93276,HAV_5971_S92_R1_001.fastq.gz,B164,-N,N,sp3,spb1,rep1,SPD,2310,Y2019,Ames 27066,mixed
HAV_5972,100646,HAV_5972_S100_R1_001.fastq.gz,B164,-N,N,sp3,spb1,rep2,SPD,2310,Y2019,Ames 27066,mixed
HAV_5973,101496,HAV_5973_S108_R1_001.fastq.gz,B164,-N,N,sp3,spb1,rep3,SPD,2310,Y2019,Ames 27066,mixed
HAV_5974,110782,HAV_5974_S64_R1_001.fastq.gz,CHECK,-N,N,sp3,spb1,rep1,SPD,2311,Y2019,B73xMo17,NA
HAV_5975,95082,HAV_5975_S124_R1_001.fastq.gz,CHECK,-N,N,sp3,spb1,rep2,SPD,2311,Y2019,B73xMo17,NA
HAV_5976,94279,HAV_5976_S132_R1_001.fastq.gz,CHECK,-N,N,sp3,spb1,rep3,SPD,2311,Y2019,B73xMo17,NA
HAV_5977,108415,HAV_5977_S1_R1_001.fastq.gz,B14A,-N,N,sp3,spb1,rep1,SPD,2314,Y2019,PI 550461,ss
HAV_5978,124222,HAV_5978_S10_R1_001.fastq.gz,B14A,-N,N,sp3,spb1,rep2,SPD,2314,Y2019,PI 550461,ss
HAV_5979,101344,HAV_5979_S19_R1_001.fastq.gz,B14A,-N,N,sp3,spb1,rep3,SPD,2314,Y2019,PI 550461,ss
HAV_5980,135460,HAV_5980_S28_R1_001.fastq.gz,NC260,-N,N,sp3,spb2,rep1,MIT,2316,Y2019,Ames 27140,nss
HAV_5983,154365,HAV_5983_S51_R1_001.fastq.gz,R177,-N,N,sp3,spb2,rep1,XIM,2317,Y2019,NSL 30894,nss
HAV_5984,129302,HAV_5984_S59_R1_001.fastq.gz,R177,-N,N,sp3,spb2,rep2,XIM,2317,Y2019,NSL 30894,nss
HAV_5985,89110,HAV_5985_S2_R1_001.fastq.gz,R177,-N,N,sp3,spb2,rep3,RAM,2317,Y2019,NSL 30894,nss
HAV_5986,95386,HAV_5986_S11_R1_001.fastq.gz,NC310,-N,N,sp3,spb2,rep1,XIM,2319,Y2019,Ames 27151,ss
HAV_5987,87117,HAV_5987_S20_R1_001.fastq.gz,NC310,-N,N,sp3,spb2,rep2,XIM,2319,Y2019,Ames 27151,ss
HAV_5988,99733,HAV_5988_S29_R1_001.fastq.gz,NC310,-N,N,sp3,spb2,rep3,RAM,2319,Y2019,Ames 27151,ss
HAV_5989,110575,HAV_5989_S37_R1_001.fastq.gz,NC364,-N,N,sp3,spb2,rep1,XIM,2321,Y2019,Ames 27178,mixed
HAV_5990,100572,HAV_5990_S65_R1_001.fastq.gz,NC364,-N,N,sp3,spb2,rep2,XIM,2321,Y2019,Ames 27178,mixed
HAV_5991,87385,HAV_5991_S52_R1_001.fastq.gz,NC364,-N,N,sp3,spb2,rep3,RAM,2321,Y2019,Ames 27178,mixed
HAV_5992,90931,HAV_5992_S60_R1_001.fastq.gz,L317,-N,N,sp3,spb2,rep1,XIM,2324,Y2019,NSL 65873,nss
HAV_5993,112106,HAV_5993_S3_R1_001.fastq.gz,L317,-N,N,sp3,spb2,rep2,XIM,2324,Y2019,NSL 65873,nss
HAV_5994,121309,HAV_5994_S12_R1_001.fastq.gz,L317,-N,N,sp3,spb2,rep3,RAM,2324,Y2019,NSL 65873,nss
HAV_5995,94032,HAV_5995_S21_R1_001.fastq.gz,OH40B,-N,N,sp3,spb2,rep1,XIM,2326,Y2019,NSL 28966,nss
HAV_5996,115192,HAV_5996_S30_R1_001.fastq.gz,OH40B,-N,N,sp3,spb2,rep2,XIM,2326,Y2019,NSL 28966,nss
HAV_5997,120651,HAV_5997_S38_R1_001.fastq.gz,OH40B,-N,N,sp3,spb2,rep3,RAM,2326,Y2019,NSL 28966,nss
HAV_5998,84923,HAV_5998_S45_R1_001.fastq.gz,NC344,-N,N,sp3,spb2,rep1,XIM,2327,Y2019,Ames 27168,nss
HAV_5999,134696,HAV_5999_S53_R1_001.fastq.gz,NC344,-N,N,sp3,spb2,rep2,XIM,2327,Y2019,Ames 27168,nss
HAV_6000,124213,HAV_6000_S61_R1_001.fastq.gz,NC344,-N,N,sp3,spb2,rep3,RAM,2327,Y2019,Ames 27168,nss
HAV_6001,129587,HAV_6001_S4_R1_001.fastq.gz,VA22,-N,N,sp3,spb3,rep1,XIM,2330,Y2019,Ames 19328,nss
HAV_6002,140637,HAV_6002_S13_R1_001.fastq.gz,VA22,-N,N,sp3,spb3,rep2,XIM,2330,Y2019,Ames 19328,nss
HAV_6003,91093,HAV_6003_S22_R1_001.fastq.gz,VA22,-N,N,sp3,spb3,rep3,RAM,2330,Y2019,Ames 19328,nss
HAV_6004,139305,HAV_6004_S31_R1_001.fastq.gz,CI44,-N,N,sp3,spb3,rep1,XIM,2331,Y2019,CIze 44,nss
HAV_6005,140298,HAV_6005_S39_R1_001.fastq.gz,CI44,-N,N,sp3,spb3,rep2,XIM,2331,Y2019,CIze 44,nss
HAV_6006,78744,HAV_6006_S46_R1_001.fastq.gz,CI44,-N,N,sp3,spb3,rep3,RAM,2331,Y2019,CIze 44,nss
HAV_6007,131069,HAV_6007_S54_R1_001.fastq.gz,C49,-N,N,sp3,spb3,rep1,CHM,2334,Y2019,Ames 28290,nss
HAV_6008,129231,HAV_6008_S62_R1_001.fastq.gz,C49,-N,N,sp3,spb3,rep2,CHM,2334,Y2019,Ames 28290,nss
HAV_6009,118929,HAV_6009_S5_R1_001.fastq.gz,C49,-N,N,sp3,spb3,rep3,RAM,2334,Y2019,Ames 28290,nss
HAV_6010,130711,HAV_6010_S14_R1_001.fastq.gz,CI7,-N,N,sp3,spb3,rep1,GCS,2335,Y2019,Ames 28367,nss
HAV_6011,113908,HAV_6011_S23_R1_001.fastq.gz,CI7,-N,N,sp3,spb3,rep2,GCS,2335,Y2019,Ames 28367,nss
HAV_6012,148625,HAV_6012_S32_R1_001.fastq.gz,CI7,-N,N,sp3,spb3,rep3,RAM,2335,Y2019,Ames 28367,nss
HAV_6013,136259,HAV_6013_S40_R1_001.fastq.gz,VA85,-N,N,sp3,spb3,rep1,CHM,2337,Y2019,Ames 27193,nss
HAV_6014,87296,HAV_6014_S47_R1_001.fastq.gz,VA85,-N,N,sp3,spb3,rep2,CHM,2337,Y2019,Ames 27193,nss
HAV_6015,122525,HAV_6015_S55_R1_001.fastq.gz,VA85,-N,N,sp3,spb3,rep3,RAM,2337,Y2019,Ames 27193,nss
HAV_6016,129267,HAV_6016_S63_R1_001.fastq.gz,VA26,-N,N,sp3,spb3,rep1,GCS,2340,Y2019,PI 587149,nss
HAV_6017,120824,HAV_6017_S6_R1_001.fastq.gz,VA26,-N,N,sp3,spb3,rep2,GCS,2340,Y2019,PI 587149,nss
HAV_6018,132449,HAV_6018_S15_R1_001.fastq.gz,VA26,-N,N,sp3,spb3,rep3,RAM,2340,Y2019,PI 587149,nss
HAV_6019,110026,HAV_6019_S24_R1_001.fastq.gz,33-16,-N,N,sp3,spb3,rep1,CHM,2341,Y2019,Ames 26771,nss
HAV_6020,138037,HAV_6020_S33_R1_001.fastq.gz,33-16,-N,N,sp3,spb3,rep2,CHM,2341,Y2019,Ames 26771,nss
HAV_6021,124097,HAV_6021_S41_R1_001.fastq.gz,33-16,-N,N,sp3,spb3,rep3,RAM,2341,Y2019,Ames 26771,nss
HAV_6022,128436,HAV_6022_S66_R1_001.fastq.gz,CML287,-N,N,sp4,spb1,rep1,GCS,2344,Y2019,PI 595565,ts
HAV_6023,128563,HAV_6023_S56_R1_001.fastq.gz,CML287,-N,N,sp4,spb1,rep2,GCS,2344,Y2019,PI 595565,ts
HAV_6024,130368,HAV_6024_S64_R1_001.fastq.gz,CML287,-N,N,sp4,spb1,rep3,RAM,2344,Y2019,PI 595565,ts
HAV_6025,99365,HAV_6025_S7_R1_001.fastq.gz,CHECK,-N,N,sp4,spb1,rep1,CHM,2345,Y2019,B73xMo17,NA
HAV_6026,92264,HAV_6026_S16_R1_001.fastq.gz,CHECK,-N,N,sp4,spb1,rep2,CHM,2345,Y2019,B73xMo17,NA
HAV_6027,94724,HAV_6027_S25_R1_001.fastq.gz,CHECK,-N,N,sp4,spb1,rep3,RAM,2345,Y2019,B73xMo17,NA
HAV_6028,109051,HAV_6028_S34_R1_001.fastq.gz,CML108,-N,N,sp4,spb1,rep1,GCS,2348,Y2019,Ames 27082,ts
HAV_6029,112965,HAV_6029_S42_R1_001.fastq.gz,CML108,-N,N,sp4,spb1,rep2,GCS,2348,Y2019,Ames 27082,ts
HAV_6030,100596,HAV_6030_S67_R1_001.fastq.gz,CML108,-N,N,sp4,spb1,rep3,RAM,2348,Y2019,Ames 27082,ts
HAV_6031,103302,HAV_6031_S57_R1_001.fastq.gz,CML261,-N,N,sp4,spb1,rep1,MIT,2350,Y2019,Ames 27091,ts
HAV_6032,102639,HAV_6032_S65_R1_001.fastq.gz,CML261,-N,N,sp4,spb1,rep2,MIT,2350,Y2019,Ames 27091,ts
HAV_6033,113845,HAV_6033_S8_R1_001.fastq.gz,CML261,-N,N,sp4,spb1,rep3,MIT,2350,Y2019,Ames 27091,ts
HAV_6034,140654,HAV_6034_S17_R1_001.fastq.gz,CHECK,-N,N,sp4,spb1,rep1,MIT,2351,Y2019,B73xMo17,NA
HAV_6035,116324,HAV_6035_S26_R1_001.fastq.gz,CHECK,-N,N,sp4,spb1,rep2,MIT,2351,Y2019,B73xMo17,NA
HAV_6036,147812,HAV_6036_S35_R1_001.fastq.gz,CHECK,-N,N,sp4,spb1,rep3,MIT,2351,Y2019,B73xMo17,NA
HAV_6037,132980,HAV_6037_S43_R1_001.fastq.gz,CML103,-N,N,sp4,spb1,rep1,NAP,2353,Y2019,Ames 27081,ts
HAV_6038,88850,HAV_6038_S50_R1_001.fastq.gz,CML103,-N,N,sp4,spb1,rep2,NAP,2353,Y2019,Ames 27081,ts
HAV_6039,132388,HAV_6039_S58_R1_001.fastq.gz,CML103,-N,N,sp4,spb1,rep3,NAP,2353,Y2019,Ames 27081,ts
HAV_6040,121890,HAV_6040_S66_R1_001.fastq.gz,CML333,-N,N,sp4,spb1,rep1,NAP,2355,Y2019,Ames 27101,ts
HAV_6041,89007,HAV_6041_S67_R1_001.fastq.gz,CML333,-N,N,sp4,spb1,rep2,NAP,2355,Y2019,Ames 27101,ts
HAV_6042,108167,HAV_6042_S75_R1_001.fastq.gz,CML333,-N,N,sp4,spb1,rep3,NAP,2355,Y2019,Ames 27101,ts
HAV_6043,85085,HAV_6043_S83_R1_001.fastq.gz,NC320,-N,N,sp4,spb2,rep1,NAP,2358,Y2019,Ames 27156,ts
HAV_6044,117046,HAV_6044_S91_R1_001.fastq.gz,NC320,-N,N,sp4,spb2,rep2,NAP,2358,Y2019,Ames 27156,ts
HAV_6045,113818,HAV_6045_S99_R1_001.fastq.gz,NC320,-N,N,sp4,spb2,rep3,NAP,2358,Y2019,Ames 27156,ts
HAV_6046,75581,HAV_6046_S107_R1_001.fastq.gz,NC338,-N,N,sp4,spb2,rep1,ZKY,2359,Y2019,Ames 27165,ts
HAV_6047,124860,HAV_6047_S115_R1_001.fastq.gz,NC338,-N,N,sp4,spb2,rep2,ZKY,2359,Y2019,Ames 27165,ts
HAV_6048,99254,HAV_6048_S123_R1_001.fastq.gz,NC338,-N,N,sp4,spb2,rep3,ZKY,2359,Y2019,Ames 27165,ts
HAV_6049,115857,HAV_6049_S68_R1_001.fastq.gz,K4,-N,N,sp4,spb2,rep1,ZKY,2362,Y2019,NSL 30038,nss
HAV_6050,122357,HAV_6050_S76_R1_001.fastq.gz,K4,-N,N,sp4,spb2,rep2,ZKY,2362,Y2019,NSL 30038,nss
HAV_6051,80520,HAV_6051_S84_R1_001.fastq.gz,K4,-N,N,sp4,spb2,rep3,ZKY,2362,Y2019,NSL 30038,nss
HAV_6052,123299,HAV_6052_S92_R1_001.fastq.gz,DE811,-N,N,sp4,spb2,rep1,ZKY,2364,Y2019,PI 550558,mixed
HAV_6053,101254,HAV_6053_S100_R1_001.fastq.gz,DE811,-N,N,sp4,spb2,rep2,ZKY,2364,Y2019,PI 550558,mixed
HAV_6054,79940,HAV_6054_S108_R1_001.fastq.gz,DE811,-N,N,sp4,spb2,rep3,ZKY,2364,Y2019,PI 550558,mixed
HAV_6055,110288,HAV_6055_S116_R1_001.fastq.gz,NC296,-N,N,sp4,spb2,rep1,SPD,2365,Y2019,Ames 27144,ts
HAV_6056,109395,HAV_6056_S124_R1_001.fastq.gz,NC296,-N,N,sp4,spb2,rep2,SPD,2365,Y2019,Ames 27144,ts
HAV_6057,94593,HAV_6057_S69_R1_001.fastq.gz,NC296,-N,N,sp4,spb2,rep3,SPD,2365,Y2019,Ames 27144,ts
HAV_6058,88051,HAV_6058_S77_R1_001.fastq.gz,E2558W,-N,N,sp4,spb2,rep1,SPD,2368,Y2019,Ames 27110,nss
HAV_6059,106218,HAV_6059_S85_R1_001.fastq.gz,E2558W,-N,N,sp4,spb2,rep2,SPD,2368,Y2019,Ames 27110,nss
HAV_6060,122653,HAV_6060_S93_R1_001.fastq.gz,E2558W,-N,N,sp4,spb2,rep3,SPD,2368,Y2019,Ames 27110,nss
HAV_6061,125699,HAV_6061_S101_R1_001.fastq.gz,CHECK,-N,N,sp4,spb2,rep1,SPD,2369,Y2019,B73xMo17,NA
HAV_6062,105501,HAV_6062_S68_R1_001.fastq.gz,CHECK,-N,N,sp4,spb2,rep2,SPD,2369,Y2019,B73xMo17,NA
HAV_6063,128700,HAV_6063_S117_R1_001.fastq.gz,CHECK,-N,N,sp4,spb2,rep3,SPD,2369,Y2019,B73xMo17,NA
HAV_6064,116520,HAV_6064_S125_R1_001.fastq.gz,TZI18,-N,N,sp4,spb3,rep1,CHS,2372,Y2019,PI 506253,ts
HAV_6065,113622,HAV_6065_S70_R1_001.fastq.gz,TZI18,-N,N,sp4,spb3,rep2,CHS,2372,Y2019,PI 506253,ts
HAV_6066,103703,HAV_6066_S78_R1_001.fastq.gz,TZI18,-N,N,sp4,spb3,rep3,CHS,2372,Y2019,PI 506253,ts
HAV_6067,124412,HAV_6067_S86_R1_001.fastq.gz,KY226,-N,N,sp4,spb3,rep1,CHS,2373,Y2019,Ames 27131,mixed
HAV_6068,151034,HAV_6068_S94_R1_001.fastq.gz,KY226,-N,N,sp4,spb3,rep2,CHS,2373,Y2019,Ames 27131,mixed
HAV_6069,117487,HAV_6069_S102_R1_001.fastq.gz,KY226,-N,N,sp4,spb3,rep3,CHS,2373,Y2019,Ames 27131,mixed
HAV_6070,73966,HAV_6070_S110_R1_001.fastq.gz,H100,-N,N,sp4,spb3,rep1,CHS,2376,Y2019,Ames 22748,ss
HAV_6071,112355,HAV_6071_S118_R1_001.fastq.gz,H100,-N,N,sp4,spb3,rep2,CHS,2376,Y2019,Ames 22748,ss
HAV_6072,108462,HAV_6072_S126_R1_001.fastq.gz,H100,-N,N,sp4,spb3,rep3,CHS,2376,Y2019,Ames 22748,ss
HAV_6073,94675,HAV_6073_S71_R1_001.fastq.gz,TZI11,-N,N,sp4,spb3,rep1,ZKY,2378,Y2019,PI 540745,ts
HAV_6074,98691,HAV_6074_S79_R1_001.fastq.gz,TZI11,-N,N,sp4,spb3,rep2,ZKY,2378,Y2019,PI 540745,ts
HAV_6075,79616,HAV_6075_S87_R1_001.fastq.gz,TZI11,-N,N,sp4,spb3,rep3,ZKY,2378,Y2019,PI 540745,ts
HAV_6076,120244,HAV_6076_S95_R1_001.fastq.gz,TZI25,-N,N,sp4,spb3,rep1,ZKY,2380,Y2019,PI 506255,mixed
HAV_6077,118420,HAV_6077_S103_R1_001.fastq.gz,TZI25,-N,N,sp4,spb3,rep2,ZKY,2380,Y2019,PI 506255,mixed
HAV_6078,76040,HAV_6078_S111_R1_001.fastq.gz,TZI25,-N,N,sp4,spb3,rep3,ZKY,2380,Y2019,PI 506255,mixed
HAV_6079,129649,HAV_6079_S119_R1_001.fastq.gz,CHECK,-N,N,sp4,spb3,rep1,ZKY,2382,Y2019,B73xMo17,NA
HAV_6080,108127,HAV_6080_S127_R1_001.fastq.gz,CHECK,-N,N,sp4,spb3,rep2,ZKY,2382,Y2019,B73xMo17,NA
HAV_6081,107079,HAV_6081_S72_R1_001.fastq.gz,CHECK,-N,N,sp4,spb3,rep3,ZKY,2382,Y2019,B73xMo17,NA
HAV_6082,106918,HAV_6082_S80_R1_001.fastq.gz,NC366,-N,N,sp4,spb3,rep1,LEN,2384,Y2019,Ames 27179,mixed
HAV_6083,106917,HAV_6083_S88_R1_001.fastq.gz,NC366,-N,N,sp4,spb3,rep2,LEN,2384,Y2019,Ames 27179,mixed
HAV_6084,158442,HAV_6084_S96_R1_001.fastq.gz,NC366,-N,N,sp4,spb3,rep3,LEN,2384,Y2019,Ames 27179,mixed
HAV_6085,147906,HAV_6085_S104_R1_001.fastq.gz,H91,-N,N,sp3,spb1,rep1,LEN,2402,Y2019,Ames 27114,ss
HAV_6086,77829,HAV_6086_S69_R1_001.fastq.gz,H91,-N,N,sp3,spb1,rep2,LEN,2402,Y2019,Ames 27114,ss
HAV_6087,139301,HAV_6087_S120_R1_001.fastq.gz,H91,-N,N,sp3,spb1,rep3,LEN,2402,Y2019,Ames 27114,ss
HAV_6088,130020,HAV_6088_S128_R1_001.fastq.gz,4226,-N,N,sp3,spb1,rep1,LEN,2404,Y2019,NSL 30904,nss
HAV_6089,85320,HAV_6089_S70_R1_001.fastq.gz,4226,-N,N,sp3,spb1,rep2,LEN,2404,Y2019,NSL 30904,nss
HAV_6090,123784,HAV_6090_S81_R1_001.fastq.gz,4226,-N,N,sp3,spb1,rep3,LEN,2404,Y2019,NSL 30904,nss
HAV_6091,107417,HAV_6091_S89_R1_001.fastq.gz,B73,-N,N,sp3,spb1,rep1,ETR,2405,Y2019,PI 550473,ss
HAV_6092,126341,HAV_6092_S97_R1_001.fastq.gz,B73,-N,N,sp3,spb1,rep2,ETR,2405,Y2019,PI 550473,ss
HAV_6093,127860,HAV_6093_S105_R1_001.fastq.gz,B73,-N,N,sp3,spb1,rep3,ETR,2405,Y2019,PI 550473,ss
HAV_6094,80759,HAV_6094_S113_R1_001.fastq.gz,B77,-N,N,sp3,spb1,rep1,ETR,2408,Y2019,PI 608765,nss
HAV_6095,141068,HAV_6095_S121_R1_001.fastq.gz,B77,-N,N,sp3,spb1,rep2,ETR,2408,Y2019,PI 608765,nss
HAV_6096,99415,HAV_6096_S129_R1_001.fastq.gz,B77,-N,N,sp3,spb1,rep3,ETR,2408,Y2019,PI 608765,nss
HAV_6097,79204,HAV_6097_S74_R1_001.fastq.gz,A632,-N,N,sp3,spb1,rep1,ETR,2409,Y2019,PI 587140,ss
HAV_6098,96465,HAV_6098_S82_R1_001.fastq.gz,A632,-N,N,sp3,spb1,rep2,ETR,2409,Y2019,PI 587140,ss
HAV_6099,91276,HAV_6099_S90_R1_001.fastq.gz,A632,-N,N,sp3,spb1,rep3,ETR,2409,Y2019,PI 587140,ss
HAV_6100,99980,HAV_6100_S98_R1_001.fastq.gz,B2,-N,N,sp3,spb1,rep1,LEN,2411,Y2019,Ames 26769,nss
HAV_6101,107784,HAV_6101_S106_R1_001.fastq.gz,B2,-N,N,sp3,spb1,rep2,LEN,2411,Y2019,Ames 26769,nss
HAV_6102,70679,HAV_6102_S114_R1_001.fastq.gz,B2,-N,N,sp3,spb1,rep3,LEN,2411,Y2019,Ames 26769,nss
HAV_6103,102351,HAV_6103_S122_R1_001.fastq.gz,CH701-30,-N,N,sp3,spb1,rep1,LEN,2414,Y2019,Ames 27069,nss
HAV_6104,90910,HAV_6104_S130_R1_001.fastq.gz,CH701-30,-N,N,sp3,spb1,rep2,LEN,2414,Y2019,Ames 27069,nss
HAV_6105,109139,HAV_6105_S1_R1_001.fastq.gz,CH701-30,-N,N,sp3,spb1,rep3,LEN,2414,Y2019,Ames 27069,nss
HAV_6106,78801,HAV_6106_S10_R1_001.fastq.gz,OS420,-N,N,sp3,spb2,rep1,LEN,2416,Y2019,NSL 65874,nss
HAV_6107,72785,HAV_6107_S19_R1_001.fastq.gz,OS420,-N,N,sp3,spb2,rep2,LEN,2416,Y2019,NSL 65874,nss
HAV_6108,86413,HAV_6108_S28_R1_001.fastq.gz,OS420,-N,N,sp3,spb2,rep3,LEN,2416,Y2019,NSL 65874,nss
HAV_6109,109631,HAV_6109_S37_R1_001.fastq.gz,PA880,-N,N,sp3,spb2,rep1,MAC,2417,Y2019,PI 517974,nss
HAV_6110,119627,HAV_6110_S71_R1_001.fastq.gz,PA880,-N,N,sp3,spb2,rep2,MAC,2417,Y2019,PI 517974,nss
HAV_6111,98680,HAV_6111_S53_R1_001.fastq.gz,PA880,-N,N,sp3,spb2,rep3,MAC,2417,Y2019,PI 517974,nss
HAV_6112,92797,HAV_6112_S61_R1_001.fastq.gz,MO44,-N,N,sp3,spb2,rep1,MAC,2419,Y2019,Ames 28939,nss
HAV_6113,84284,HAV_6113_S2_R1_001.fastq.gz,MO44,-N,N,sp3,spb2,rep2,MAC,2419,Y2019,Ames 28939,nss
HAV_6114,127732,HAV_6114_S72_R1_001.fastq.gz,MO44,-N,N,sp3,spb2,rep3,MAC,2419,Y2019,Ames 28939,nss
HAV_6115,74060,HAV_6115_S20_R1_001.fastq.gz,NC326,-N,N,sp3,spb2,rep1,MAC,2422,Y2019,Ames 27159,ss
HAV_6116,75473,HAV_6116_S29_R1_001.fastq.gz,NC326,-N,N,sp3,spb2,rep2,MAC,2422,Y2019,Ames 27159,ss
HAV_6117,88043,HAV_6117_S38_R1_001.fastq.gz,NC326,-N,N,sp3,spb2,rep3,MAC,2422,Y2019,Ames 27159,ss
HAV_6118,147997,HAV_6118_S73_R1_001.fastq.gz,NC294,-N,N,sp3,spb2,rep1,ETR,2424,Y2019,Ames 27143,ss
HAV_6119,86335,HAV_6119_S54_R1_001.fastq.gz,NC294,-N,N,sp3,spb2,rep2,ETR,2424,Y2019,Ames 27143,ss
HAV_6120,74178,HAV_6120_S62_R1_001.fastq.gz,NC294,-N,N,sp3,spb2,rep3,ETR,2424,Y2019,Ames 27143,ss
HAV_6121,84047,HAV_6121_S3_R1_001.fastq.gz,NC328,-N,N,sp3,spb2,rep1,ETR,2425,Y2019,Ames 27160,ss
HAV_6122,90439,HAV_6122_S12_R1_001.fastq.gz,NC328,-N,N,sp3,spb2,rep2,ETR,2425,Y2019,Ames 27160,ss
HAV_6123,91453,HAV_6123_S21_R1_001.fastq.gz,NC328,-N,N,sp3,spb2,rep3,ETR,2425,Y2019,Ames 27160,ss
HAV_6124,104902,HAV_6124_S30_R1_001.fastq.gz,IL14H,-N,N,sp3,spb2,rep1,ETR,2428,Y2019,Ames 27118,sweet
HAV_6125,125456,HAV_6125_S39_R1_001.fastq.gz,IL14H,-N,N,sp3,spb2,rep2,ETR,2428,Y2019,Ames 27118,sweet
HAV_6126,80596,HAV_6126_S47_R1_001.fastq.gz,IL14H,-N,N,sp3,spb2,rep3,ETR,2428,Y2019,Ames 27118,sweet
HAV_6127,121589,HAV_6127_S55_R1_001.fastq.gz,WF9,-N,N,sp3,spb3,rep1,SPD,2430,Y2019,Ames 19293,nss
HAV_6128,99358,HAV_6128_S63_R1_001.fastq.gz,WF9,-N,N,sp3,spb3,rep2,SPD,2430,Y2019,Ames 19293,nss
HAV_6129,83892,HAV_6129_S4_R1_001.fastq.gz,WF9,-N,N,sp3,spb3,rep3,SPD,2430,Y2019,Ames 19293,nss
